,wav_path,phn_path,length
81,TRAIN/DR1/FSAH0/SA2.WAV.wav,TRAIN/DR1/FSAH0/SA2.PHN,42189
82,TRAIN/DR1/FSAH0/SI1244.WAV.wav,TRAIN/DR1/FSAH0/SI1244.PHN,56628
83,TRAIN/DR1/FSAH0/SI1874.WAV.wav,TRAIN/DR1/FSAH0/SI1874.PHN,41472
84,TRAIN/DR1/FSAH0/SI614.WAV.wav,TRAIN/DR1/FSAH0/SI614.PHN,74957
85,TRAIN/DR1/FSAH0/SX164.WAV.wav,TRAIN/DR1/FSAH0/SX164.PHN,46900
86,TRAIN/DR1/FSAH0/SX327.WAV.wav,TRAIN/DR1/FSAH0/SX327.PHN,79975
87,TRAIN/DR1/FSAH0/SX344.WAV.wav,TRAIN/DR1/FSAH0/SX344.PHN,32871
88,TRAIN/DR1/FSAH0/SX434.WAV.wav,TRAIN/DR1/FSAH0/SX434.PHN,42189
89,TRAIN/DR1/FSAH0/SX74.WAV.wav,TRAIN/DR1/FSAH0/SX74.PHN,42496
90,TRAIN/DR1/FSJK1/SA1.WAV.wav,TRAIN/DR1/FSJK1/SA1.PHN,52224
91,TRAIN/DR1/FSJK1/SA2.WAV.wav,TRAIN/DR1/FSJK1/SA2.PHN,46183
92,TRAIN/DR1/FSJK1/SI1025.WAV.wav,TRAIN/DR1/FSJK1/SI1025.PHN,49972
93,TRAIN/DR1/FSJK1/SI2285.WAV.wav,TRAIN/DR1/FSJK1/SI2285.PHN,31847
94,TRAIN/DR1/FSJK1/SI696.WAV.wav,TRAIN/DR1/FSJK1/SI696.PHN,56525
95,TRAIN/DR1/FSJK1/SX125.WAV.wav,TRAIN/DR1/FSJK1/SX125.PHN,36250
96,TRAIN/DR1/FSJK1/SX215.WAV.wav,TRAIN/DR1/FSJK1/SX215.PHN,48026
97,TRAIN/DR1/FSJK1/SX305.WAV.wav,TRAIN/DR1/FSJK1/SX305.PHN,39629
98,TRAIN/DR1/FSJK1/SX35.WAV.wav,TRAIN/DR1/FSJK1/SX35.PHN,37479
99,TRAIN/DR1/FSJK1/SX395.WAV.wav,TRAIN/DR1/FSJK1/SX395.PHN,43213
100,TRAIN/DR1/FSMA0/SA1.WAV.wav,TRAIN/DR1/FSMA0/SA1.PHN,57242
101,TRAIN/DR1/FSMA0/SA2.WAV.wav,TRAIN/DR1/FSMA0/SA2.PHN,41370
102,TRAIN/DR1/FSMA0/SI1621.WAV.wav,TRAIN/DR1/FSMA0/SI1621.PHN,25293
103,TRAIN/DR1/FSMA0/SI2251.WAV.wav,TRAIN/DR1/FSMA0/SI2251.PHN,51610
104,TRAIN/DR1/FSMA0/SI991.WAV.wav,TRAIN/DR1/FSMA0/SI991.PHN,71783
105,TRAIN/DR1/FSMA0/SX181.WAV.wav,TRAIN/DR1/FSMA0/SX181.PHN,57140
106,TRAIN/DR1/FSMA0/SX271.WAV.wav,TRAIN/DR1/FSMA0/SX271.PHN,44749
107,TRAIN/DR1/FSMA0/SX361.WAV.wav,TRAIN/DR1/FSMA0/SX361.PHN,42189
108,TRAIN/DR1/FSMA0/SX451.WAV.wav,TRAIN/DR1/FSMA0/SX451.PHN,76903
109,TRAIN/DR1/FSMA0/SX91.WAV.wav,TRAIN/DR1/FSMA0/SX91.PHN,43725
110,TRAIN/DR1/FTBR0/SA1.WAV.wav,TRAIN/DR1/FTBR0/SA1.PHN,55092
111,TRAIN/DR1/FTBR0/SA2.WAV.wav,TRAIN/DR1/FTBR0/SA2.PHN,44852
112,TRAIN/DR1/FTBR0/SI1402.WAV.wav,TRAIN/DR1/FTBR0/SI1402.PHN,71988
113,TRAIN/DR1/FTBR0/SI2181.WAV.wav,TRAIN/DR1/FTBR0/SI2181.PHN,39322
114,TRAIN/DR1/FTBR0/SI921.WAV.wav,TRAIN/DR1/FTBR0/SI921.PHN,66663
115,TRAIN/DR1/FTBR0/SX111.WAV.wav,TRAIN/DR1/FTBR0/SX111.PHN,40039
116,TRAIN/DR1/FTBR0/SX201.WAV.wav,TRAIN/DR1/FTBR0/SX201.PHN,47821
117,TRAIN/DR1/FTBR0/SX21.WAV.wav,TRAIN/DR1/FTBR0/SX21.PHN,34816
118,TRAIN/DR1/FTBR0/SX291.WAV.wav,TRAIN/DR1/FTBR0/SX291.PHN,39424
119,TRAIN/DR1/FTBR0/SX381.WAV.wav,TRAIN/DR1/FTBR0/SX381.PHN,39732
120,TRAIN/DR1/FVFB0/SA1.WAV.wav,TRAIN/DR1/FVFB0/SA1.PHN,44442
121,TRAIN/DR1/FVFB0/SA2.WAV.wav,TRAIN/DR1/FVFB0/SA2.PHN,37684
122,TRAIN/DR1/FVFB0/SI1032.WAV.wav,TRAIN/DR1/FVFB0/SI1032.PHN,45159
123,TRAIN/DR1/FVFB0/SI1510.WAV.wav,TRAIN/DR1/FVFB0/SI1510.PHN,64717
124,TRAIN/DR1/FVFB0/SI2292.WAV.wav,TRAIN/DR1/FVFB0/SI2292.PHN,28058
125,TRAIN/DR1/FVFB0/SX132.WAV.wav,TRAIN/DR1/FVFB0/SX132.PHN,39834
126,TRAIN/DR1/FVFB0/SX222.WAV.wav,TRAIN/DR1/FVFB0/SX222.PHN,40551
127,TRAIN/DR1/FVFB0/SX312.WAV.wav,TRAIN/DR1/FVFB0/SX312.PHN,60724
128,TRAIN/DR1/FVFB0/SX402.WAV.wav,TRAIN/DR1/FVFB0/SX402.PHN,36557
129,TRAIN/DR1/FVFB0/SX42.WAV.wav,TRAIN/DR1/FVFB0/SX42.PHN,30618
130,TRAIN/DR1/FVMH0/SA1.WAV.wav,TRAIN/DR1/FVMH0/SA1.PHN,54682
131,TRAIN/DR1/FVMH0/SA2.WAV.wav,TRAIN/DR1/FVMH0/SA2.PHN,40141
132,TRAIN/DR1/FVMH0/SI1466.WAV.wav,TRAIN/DR1/FVMH0/SI1466.PHN,67380
133,TRAIN/DR1/FVMH0/SI2096.WAV.wav,TRAIN/DR1/FVMH0/SI2096.PHN,44032
134,TRAIN/DR1/FVMH0/SI836.WAV.wav,TRAIN/DR1/FVMH0/SI836.PHN,68813
135,TRAIN/DR1/FVMH0/SX116.WAV.wav,TRAIN/DR1/FVMH0/SX116.PHN,32154
136,TRAIN/DR1/FVMH0/SX206.WAV.wav,TRAIN/DR1/FVMH0/SX206.PHN,47924
137,TRAIN/DR1/FVMH0/SX26.WAV.wav,TRAIN/DR1/FVMH0/SX26.PHN,33076
138,TRAIN/DR1/FVMH0/SX296.WAV.wav,TRAIN/DR1/FVMH0/SX296.PHN,36250
139,TRAIN/DR1/FVMH0/SX386.WAV.wav,TRAIN/DR1/FVMH0/SX386.PHN,32564
140,TRAIN/DR1/MCPM0/SA1.WAV.wav,TRAIN/DR1/MCPM0/SA1.PHN,48743
141,TRAIN/DR1/MCPM0/SA2.WAV.wav,TRAIN/DR1/MCPM0/SA2.PHN,39732
142,TRAIN/DR1/MCPM0/SI1194.WAV.wav,TRAIN/DR1/MCPM0/SI1194.PHN,44749
143,TRAIN/DR1/MCPM0/SI1824.WAV.wav,TRAIN/DR1/MCPM0/SI1824.PHN,67175
144,TRAIN/DR1/MCPM0/SI564.WAV.wav,TRAIN/DR1/MCPM0/SI564.PHN,61338
145,TRAIN/DR1/MCPM0/SX114.WAV.wav,TRAIN/DR1/MCPM0/SX114.PHN,42906
146,TRAIN/DR1/MCPM0/SX204.WAV.wav,TRAIN/DR1/MCPM0/SX204.PHN,38810
147,TRAIN/DR1/MCPM0/SX24.WAV.wav,TRAIN/DR1/MCPM0/SX24.PHN,34509
148,TRAIN/DR1/MCPM0/SX294.WAV.wav,TRAIN/DR1/MCPM0/SX294.PHN,34202
149,TRAIN/DR1/MCPM0/SX384.WAV.wav,TRAIN/DR1/MCPM0/SX384.PHN,31437
150,TRAIN/DR1/MDAC0/SA1.WAV.wav,TRAIN/DR1/MDAC0/SA1.PHN,50791
151,TRAIN/DR1/MDAC0/SA2.WAV.wav,TRAIN/DR1/MDAC0/SA2.PHN,42701
152,TRAIN/DR1/MDAC0/SI1261.WAV.wav,TRAIN/DR1/MDAC0/SI1261.PHN,43725
153,TRAIN/DR1/MDAC0/SI1837.WAV.wav,TRAIN/DR1/MDAC0/SI1837.PHN,35636
154,TRAIN/DR1/MDAC0/SI631.WAV.wav,TRAIN/DR1/MDAC0/SI631.PHN,82228
155,TRAIN/DR1/MDAC0/SX181.WAV.wav,TRAIN/DR1/MDAC0/SX181.PHN,63591
156,TRAIN/DR1/MDAC0/SX271.WAV.wav,TRAIN/DR1/MDAC0/SX271.PHN,38708
157,TRAIN/DR1/MDAC0/SX361.WAV.wav,TRAIN/DR1/MDAC0/SX361.PHN,41472
158,TRAIN/DR1/MDAC0/SX451.WAV.wav,TRAIN/DR1/MDAC0/SX451.PHN,60928
159,TRAIN/DR1/MDAC0/SX91.WAV.wav,TRAIN/DR1/MDAC0/SX91.PHN,36967
160,TRAIN/DR1/MDPK0/SA1.WAV.wav,TRAIN/DR1/MDPK0/SA1.PHN,46080
161,TRAIN/DR1/MDPK0/SA2.WAV.wav,TRAIN/DR1/MDPK0/SA2.PHN,47207
162,TRAIN/DR1/MDPK0/SI1053.WAV.wav,TRAIN/DR1/MDPK0/SI1053.PHN,57856
163,TRAIN/DR1/MDPK0/SI1683.WAV.wav,TRAIN/DR1/MDPK0/SI1683.PHN,31028
164,TRAIN/DR1/MDPK0/SI552.WAV.wav,TRAIN/DR1/MDPK0/SI552.PHN,26522
165,TRAIN/DR1/MDPK0/SX153.WAV.wav,TRAIN/DR1/MDPK0/SX153.PHN,47002
166,TRAIN/DR1/MDPK0/SX243.WAV.wav,TRAIN/DR1/MDPK0/SX243.PHN,43213
167,TRAIN/DR1/MDPK0/SX333.WAV.wav,TRAIN/DR1/MDPK0/SX333.PHN,55706
168,TRAIN/DR1/MDPK0/SX423.WAV.wav,TRAIN/DR1/MDPK0/SX423.PHN,50279
169,TRAIN/DR1/MDPK0/SX63.WAV.wav,TRAIN/DR1/MDPK0/SX63.PHN,37991
170,TRAIN/DR1/MEDR0/SA1.WAV.wav,TRAIN/DR1/MEDR0/SA1.PHN,47719
171,TRAIN/DR1/MEDR0/SA2.WAV.wav,TRAIN/DR1/MEDR0/SA2.PHN,36864
172,TRAIN/DR1/MEDR0/SI1374.WAV.wav,TRAIN/DR1/MEDR0/SI1374.PHN,36250
173,TRAIN/DR1/MEDR0/SI2004.WAV.wav,TRAIN/DR1/MEDR0/SI2004.PHN,65844
174,TRAIN/DR1/MEDR0/SI744.WAV.wav,TRAIN/DR1/MEDR0/SI744.PHN,60416
175,TRAIN/DR1/MEDR0/SX114.WAV.wav,TRAIN/DR1/MEDR0/SX114.PHN,40448
176,TRAIN/DR1/MEDR0/SX204.WAV.wav,TRAIN/DR1/MEDR0/SX204.PHN,36148
177,TRAIN/DR1/MEDR0/SX24.WAV.wav,TRAIN/DR1/MEDR0/SX24.PHN,36557
178,TRAIN/DR1/MEDR0/SX294.WAV.wav,TRAIN/DR1/MEDR0/SX294.PHN,32052
179,TRAIN/DR1/MEDR0/SX384.WAV.wav,TRAIN/DR1/MEDR0/SX384.PHN,31232
180,TRAIN/DR1/MGRL0/SA1.WAV.wav,TRAIN/DR1/MGRL0/SA1.PHN,40960
181,TRAIN/DR1/MGRL0/SA2.WAV.wav,TRAIN/DR1/MGRL0/SA2.PHN,45773
182,TRAIN/DR1/MGRL0/SI1497.WAV.wav,TRAIN/DR1/MGRL0/SI1497.PHN,38196
183,TRAIN/DR1/MGRL0/SI2127.WAV.wav,TRAIN/DR1/MGRL0/SI2127.PHN,44135
184,TRAIN/DR1/MGRL0/SI867.WAV.wav,TRAIN/DR1/MGRL0/SI867.PHN,61645
185,TRAIN/DR1/MGRL0/SX147.WAV.wav,TRAIN/DR1/MGRL0/SX147.PHN,40141
186,TRAIN/DR1/MGRL0/SX237.WAV.wav,TRAIN/DR1/MGRL0/SX237.PHN,20173
187,TRAIN/DR1/MGRL0/SX327.WAV.wav,TRAIN/DR1/MGRL0/SX327.PHN,87757
188,TRAIN/DR1/MGRL0/SX417.WAV.wav,TRAIN/DR1/MGRL0/SX417.PHN,47412
189,TRAIN/DR1/MGRL0/SX57.WAV.wav,TRAIN/DR1/MGRL0/SX57.PHN,32256
190,TRAIN/DR1/MJEB1/SA1.WAV.wav,TRAIN/DR1/MJEB1/SA1.PHN,52634
191,TRAIN/DR1/MJEB1/SA2.WAV.wav,TRAIN/DR1/MJEB1/SA2.PHN,47821
192,TRAIN/DR1/MJEB1/SI1467.WAV.wav,TRAIN/DR1/MJEB1/SI1467.PHN,76084
193,TRAIN/DR1/MJEB1/SI2097.WAV.wav,TRAIN/DR1/MJEB1/SI2097.PHN,56320
194,TRAIN/DR1/MJEB1/SI837.WAV.wav,TRAIN/DR1/MJEB1/SI837.PHN,79668
195,TRAIN/DR1/MJEB1/SX117.WAV.wav,TRAIN/DR1/MJEB1/SX117.PHN,39936
196,TRAIN/DR1/MJEB1/SX207.WAV.wav,TRAIN/DR1/MJEB1/SX207.PHN,37069
197,TRAIN/DR1/MJEB1/SX27.WAV.wav,TRAIN/DR1/MJEB1/SX27.PHN,34816
198,TRAIN/DR1/MJEB1/SX297.WAV.wav,TRAIN/DR1/MJEB1/SX297.PHN,38912
199,TRAIN/DR1/MJEB1/SX387.WAV.wav,TRAIN/DR1/MJEB1/SX387.PHN,57959
200,TRAIN/DR1/MJWT0/SA1.WAV.wav,TRAIN/DR1/MJWT0/SA1.PHN,54580
201,TRAIN/DR1/MJWT0/SA2.WAV.wav,TRAIN/DR1/MJWT0/SA2.PHN,48640
202,TRAIN/DR1/MJWT0/SI1291.WAV.wav,TRAIN/DR1/MJWT0/SI1291.PHN,75674
203,TRAIN/DR1/MJWT0/SI1381.WAV.wav,TRAIN/DR1/MJWT0/SI1381.PHN,74240
204,TRAIN/DR1/MJWT0/SI751.WAV.wav,TRAIN/DR1/MJWT0/SI751.PHN,49255
205,TRAIN/DR1/MJWT0/SX121.WAV.wav,TRAIN/DR1/MJWT0/SX121.PHN,50074
206,TRAIN/DR1/MJWT0/SX211.WAV.wav,TRAIN/DR1/MJWT0/SX211.PHN,50586
207,TRAIN/DR1/MJWT0/SX301.WAV.wav,TRAIN/DR1/MJWT0/SX301.PHN,57344
208,TRAIN/DR1/MJWT0/SX31.WAV.wav,TRAIN/DR1/MJWT0/SX31.PHN,37376
209,TRAIN/DR1/MJWT0/SX391.WAV.wav,TRAIN/DR1/MJWT0/SX391.PHN,36967
210,TRAIN/DR1/MKLS0/SA1.WAV.wav,TRAIN/DR1/MKLS0/SA1.PHN,60109
211,TRAIN/DR1/MKLS0/SA2.WAV.wav,TRAIN/DR1/MKLS0/SA2.PHN,54477
212,TRAIN/DR1/MKLS0/SI1437.WAV.wav,TRAIN/DR1/MKLS0/SI1437.PHN,90010
213,TRAIN/DR1/MKLS0/SI1533.WAV.wav,TRAIN/DR1/MKLS0/SI1533.PHN,30925
214,TRAIN/DR1/MKLS0/SI2067.WAV.wav,TRAIN/DR1/MKLS0/SI2067.PHN,68199
215,TRAIN/DR1/MKLS0/SX177.WAV.wav,TRAIN/DR1/MKLS0/SX177.PHN,32871
216,TRAIN/DR1/MKLS0/SX267.WAV.wav,TRAIN/DR1/MKLS0/SX267.PHN,60212
217,TRAIN/DR1/MKLS0/SX357.WAV.wav,TRAIN/DR1/MKLS0/SX357.PHN,58778
218,TRAIN/DR1/MKLS0/SX447.WAV.wav,TRAIN/DR1/MKLS0/SX447.PHN,43316
219,TRAIN/DR1/MKLS0/SX87.WAV.wav,TRAIN/DR1/MKLS0/SX87.PHN,42701
220,TRAIN/DR1/MKLW0/SA1.WAV.wav,TRAIN/DR1/MKLW0/SA1.PHN,50688
221,TRAIN/DR1/MKLW0/SA2.WAV.wav,TRAIN/DR1/MKLW0/SA2.PHN,43111
222,TRAIN/DR1/MKLW0/SI1571.WAV.wav,TRAIN/DR1/MKLW0/SI1571.PHN,82330
223,TRAIN/DR1/MKLW0/SI1844.WAV.wav,TRAIN/DR1/MKLW0/SI1844.PHN,24576
224,TRAIN/DR1/MKLW0/SI2201.WAV.wav,TRAIN/DR1/MKLW0/SI2201.PHN,30413
225,TRAIN/DR1/MKLW0/SX131.WAV.wav,TRAIN/DR1/MKLW0/SX131.PHN,41063
226,TRAIN/DR1/MKLW0/SX221.WAV.wav,TRAIN/DR1/MKLW0/SX221.PHN,49460
227,TRAIN/DR1/MKLW0/SX311.WAV.wav,TRAIN/DR1/MKLW0/SX311.PHN,73933
228,TRAIN/DR1/MKLW0/SX401.WAV.wav,TRAIN/DR1/MKLW0/SX401.PHN,47821
229,TRAIN/DR1/MKLW0/SX41.WAV.wav,TRAIN/DR1/MKLW0/SX41.PHN,55501
230,TRAIN/DR1/MMGG0/SA1.WAV.wav,TRAIN/DR1/MMGG0/SA1.PHN,54682
231,TRAIN/DR1/MMGG0/SA2.WAV.wav,TRAIN/DR1/MMGG0/SA2.PHN,47104
232,TRAIN/DR1/MMGG0/SI1079.WAV.wav,TRAIN/DR1/MMGG0/SI1079.PHN,74138
233,TRAIN/DR1/MMGG0/SI1709.WAV.wav,TRAIN/DR1/MMGG0/SI1709.PHN,33178
234,TRAIN/DR1/MMGG0/SI2339.WAV.wav,TRAIN/DR1/MMGG0/SI2339.PHN,37069
235,TRAIN/DR1/MMGG0/SX179.WAV.wav,TRAIN/DR1/MMGG0/SX179.PHN,48333
236,TRAIN/DR1/MMGG0/SX269.WAV.wav,TRAIN/DR1/MMGG0/SX269.PHN,33895
237,TRAIN/DR1/MMGG0/SX359.WAV.wav,TRAIN/DR1/MMGG0/SX359.PHN,54170
238,TRAIN/DR1/MMGG0/SX449.WAV.wav,TRAIN/DR1/MMGG0/SX449.PHN,68404
239,TRAIN/DR1/MMGG0/SX89.WAV.wav,TRAIN/DR1/MMGG0/SX89.PHN,37786
240,TRAIN/DR1/MMRP0/SA1.WAV.wav,TRAIN/DR1/MMRP0/SA1.PHN,62055
241,TRAIN/DR1/MMRP0/SA2.WAV.wav,TRAIN/DR1/MMRP0/SA2.PHN,60314
242,TRAIN/DR1/MMRP0/SI2034.WAV.wav,TRAIN/DR1/MMRP0/SI2034.PHN,25088
243,TRAIN/DR1/MMRP0/SI717.WAV.wav,TRAIN/DR1/MMRP0/SI717.PHN,39834
244,TRAIN/DR1/MMRP0/SI774.WAV.wav,TRAIN/DR1/MMRP0/SI774.PHN,56116
245,TRAIN/DR1/MMRP0/SX144.WAV.wav,TRAIN/DR1/MMRP0/SX144.PHN,50688
246,TRAIN/DR1/MMRP0/SX234.WAV.wav,TRAIN/DR1/MMRP0/SX234.PHN,55706
247,TRAIN/DR1/MMRP0/SX324.WAV.wav,TRAIN/DR1/MMRP0/SX324.PHN,73933
